,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
532,533,20,RL,60.0,7200.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1955,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,Slab,,,,,0.0,,0,0.0,0.0,GasA,Ex,Y,SBrkr,827.0,0.0,0,827.0,0,0,1,0,2,1,TA,5,Mod,1,Po,Detchd,1967.0,Unf,1,392.0,TA,TA,Y,0.0,0.0,0,0,0,0.0,,,,0,4,2010,WD,Normal,107500.0
533,534,20,RL,50.0,5000.0,Pave,,Reg,Low,AllPub,Inside,Mod,BrkSide,Norm,Norm,1Fam,1Story,1,3,1946,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,Fa,Fa,Slab,,,,,0.0,,0,0.0,0.0,GasA,Fa,N,FuseF,334.0,0.0,0,334.0,0,0,1,0,1,1,Fa,2,Typ,0,,,,,0,0.0,,,N,0.0,0.0,0,0,0,0.0,,,,0,1,2007,WD,Normal,39300.0
534,535,60,RL,74.0,9056.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,Gd,Av,Unf,0.0,Unf,0,707.0,707.0,GasA,Ex,Y,SBrkr,707.0,707.0,0,1414.0,0,0,2,1,3,1,Gd,6,Typ,1,Gd,Attchd,2004.0,Fin,2,403.0,TA,TA,Y,100.0,35.0,0,0,0,0.0,,,,0,10,2006,WD,Normal,178000.0
535,536,190,RL,70.0,7000.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,2Story,5,7,1910,1991,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,969.0,Unf,0,148.0,1117.0,GasA,TA,Y,SBrkr,820.0,527.0,0,1347.0,1,0,1,0,3,1,TA,5,Typ,0,,,,,0,0.0,,,N,85.0,0.0,148,0,0,0.0,,,,0,1,2008,WD,Normal,107500.0
536,537,60,RL,57.0,8924.0,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0,880.0,880.0,GasA,Ex,Y,SBrkr,880.0,844.0,0,1724.0,0,0,2,1,3,1,Gd,8,Typ,0,,Attchd,1998.0,Fin,2,527.0,TA,TA,Y,120.0,155.0,0,0,0,0.0,,,,0,7,2008,WD,Normal,188000.0
537,538,20,RL,,12735.0,Pave,,IR1,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1972,1972,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,600.0,Unf,0,264.0,864.0,GasA,TA,Y,SBrkr,864.0,0.0,0,864.0,0,0,1,0,3,1,TA,5,Typ,0,,Detchd,1980.0,Unf,2,576.0,TA,TA,Y,216.0,0.0,0,0,0,0.0,,MnWw,,0,4,2008,COD,Normal,111250.0
538,539,20,RL,,11553.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,Plywood,Plywood,BrkFace,188.0,TA,TA,CBlock,TA,TA,No,BLQ,673.0,Unf,0,378.0,1051.0,GasA,TA,Y,SBrkr,1159.0,0.0,0,1159.0,0,0,1,1,3,1,TA,7,Typ,1,Fa,Attchd,1968.0,Unf,1,336.0,TA,TA,Y,466.0,0.0,0,0,0,0.0,,,,0,7,2006,WD,Normal,158000.0
539,540,20,RL,,11423.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,479.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1358.0,Unf,0,223.0,1581.0,GasA,Ex,Y,SBrkr,1601.0,0.0,0,1601.0,1,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,2001.0,RFn,2,670.0,TA,TA,Y,180.0,0.0,0,0,0,0.0,,MnPrv,Shed,2000,5,2010,WD,Normal,272000.0
540,541,20,RL,85.0,14601.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,584.0,Ex,TA,PConc,Ex,TA,Av,GLQ,1260.0,Unf,0,578.0,1838.0,GasA,Ex,Y,SBrkr,1838.0,0.0,0,1838.0,1,0,2,0,2,1,Ex,8,Typ,1,Gd,Attchd,2006.0,Fin,3,765.0,TA,TA,Y,270.0,68.0,0,0,0,0.0,,,,0,3,2009,WD,Normal,315000.0
541,542,60,RL,,11000.0,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,72.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,969.0,969.0,GasA,Ex,Y,SBrkr,997.0,1288.0,0,2285.0,0,0,2,1,4,1,Gd,8,Typ,1,TA,BuiltIn,2000.0,Fin,3,648.0,TA,TA,Y,0.0,56.0,0,0,0,0.0,,,,0,6,2007,WD,Normal,248000.0
542,543,20,RL,78.0,10140.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,7,5,1998,1999,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,LwQ,144.0,GLQ,1127,379.0,1650.0,GasA,Ex,Y,SBrkr,1680.0,0.0,0,1680.0,1,0,2,0,3,1,Gd,7,Maj1,1,TA,Attchd,1998.0,Fin,2,583.0,TA,TA,Y,78.0,73.0,0,0,0,0.0,,,,0,6,2009,WD,Normal,213250.0
543,544,120,RH,34.0,4058.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,TwnhsE,SFoyer,7,5,1998,1998,Gable,CompShg,MetalSd,MetalSd,BrkFace,182.0,TA,TA,PConc,Gd,TA,Av,GLQ,584.0,LwQ,139,0.0,723.0,GasA,Ex,Y,SBrkr,767.0,0.0,0,767.0,1,0,1,0,1,1,TA,4,Typ,0,,Attchd,1998.0,Fin,1,367.0,TA,TA,Y,120.0,40.0,0,0,0,0.0,,,,0,6,2007,WD,Normal,133000.0
544,545,60,RL,58.0,17104.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,Av,GLQ,554.0,Unf,0,100.0,654.0,GasA,Ex,Y,SBrkr,664.0,832.0,0,1496.0,1,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,2,426.0,TA,TA,Y,100.0,24.0,0,0,0,0.0,,,,0,9,2006,New,Partial,179665.0
545,546,50,RL,,13837.0,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1.5Fin,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,178.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,1002.0,LwQ,202,0.0,1204.0,GasA,Gd,Y,SBrkr,1377.0,806.0,0,2183.0,0,0,2,1,4,1,Gd,9,Typ,0,,Attchd,1988.0,Unf,3,786.0,TA,TA,Y,0.0,0.0,0,0,0,0.0,,,,0,2,2006,WD,Normal,229000.0
546,547,50,RL,70.0,8737.0,Pave,,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1923,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,No,Rec,300.0,Unf,0,765.0,1065.0,GasA,Ex,Y,FuseA,915.0,720.0,0,1635.0,0,0,1,1,3,1,TA,6,Typ,1,Gd,Detchd,1950.0,Unf,2,440.0,TA,TA,Y,0.0,38.0,0,144,0,0.0,,,,0,5,2007,WD,Normal,210000.0
547,548,85,RL,54.0,7244.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,7,1970,1970,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,Gd,TA,Av,ALQ,619.0,Unf,0,149.0,768.0,GasA,Ex,Y,SBrkr,768.0,0.0,0,768.0,1,0,1,0,2,1,TA,5,Typ,0,,Detchd,1987.0,Unf,2,624.0,TA,TA,Y,104.0,0.0,0,0,0,0.0,,,,0,4,2007,WD,Normal,129500.0
548,549,20,RM,49.0,8235.0,Pave,,IR1,HLS,AllPub,Inside,Gtl,OldTown,Feedr,RRNn,1Fam,1Story,5,7,1955,1995,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,LwQ,180.0,Rec,645,0.0,825.0,GasA,TA,Y,SBrkr,825.0,0.0,0,825.0,1,0,1,0,2,1,TA,4,Typ,0,,Detchd,1963.0,RFn,2,720.0,TA,TA,Y,140.0,50.0,0,0,0,0.0,,MnPrv,,0,6,2008,WD,Normal,125000.0
549,550,60,FV,75.0,9375.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,912.0,912.0,GasA,Ex,Y,SBrkr,912.0,1182.0,0,2094.0,0,0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,2003.0,Fin,2,615.0,TA,TA,Y,182.0,182.0,0,0,0,0.0,,,,0,11,2009,WD,Normal,263000.0
550,551,120,RL,53.0,4043.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,559.0,Unf,0,510.0,1069.0,GasA,TA,Y,SBrkr,1069.0,0.0,0,1069.0,0,0,2,0,2,1,TA,4,Typ,0,,Attchd,1977.0,RFn,2,440.0,TA,TA,Y,0.0,55.0,0,0,200,0.0,,,,0,10,2008,COD,Abnorml,140000.0
551,552,20,RM,50.0,6000.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1957,1957,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,308.0,Unf,0,620.0,928.0,GasA,Gd,Y,FuseA,928.0,0.0,0,928.0,0,0,1,0,3,1,TA,5,Typ,0,,Attchd,1957.0,Fin,1,288.0,TA,TA,Y,0.0,0.0,0,0,0,0.0,,,,0,6,2008,WD,Normal,112500.0
552,553,20,RL,87.0,11146.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,250.0,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0,1709.0,1709.0,GasA,Ex,Y,SBrkr,1717.0,0.0,0,1717.0,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,3,908.0,TA,TA,Y,169.0,39.0,0,0,0,0.0,,,,0,7,2009,WD,Normal,255500.0
553,554,20,RL,67.0,8777.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,4,5,1949,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,,,,,0.0,,0,0.0,0.0,GasA,Ex,Y,SBrkr,1126.0,0.0,0,1126.0,0,0,2,0,2,1,Gd,5,Typ,0,,Detchd,2002.0,Fin,2,520.0,TA,TA,N,0.0,96.0,0,0,0,0.0,,MnPrv,,0,5,2009,WD,Normal,108000.0
554,555,60,RL,85.0,10625.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,292.0,Gd,TA,PConc,Gd,TA,No,GLQ,866.0,Unf,0,132.0,998.0,GasA,Ex,Y,SBrkr,1006.0,1040.0,0,2046.0,1,0,2,1,3,1,Gd,8,Typ,1,Gd,BuiltIn,2003.0,RFn,3,871.0,TA,TA,Y,320.0,62.0,0,0,0,0.0,,,,0,8,2008,WD,Normal,284000.0
555,556,45,RM,58.0,6380.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,5,6,1922,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,0,993.0,993.0,GasA,TA,Y,FuseA,1048.0,0.0,0,1048.0,0,0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1922.0,Unf,1,280.0,TA,TA,Y,0.0,0.0,116,0,0,0.0,,,,0,8,2006,WD,Normal,113000.0
556,557,20,RL,69.0,14850.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,895.0,Unf,0,197.0,1092.0,GasA,TA,Y,FuseA,1092.0,0.0,0,1092.0,1,0,1,0,2,1,TA,6,Typ,1,TA,Attchd,1957.0,Fin,1,299.0,TA,TA,Y,268.0,0.0,0,0,122,0.0,,MnWw,,0,5,2006,WD,Normal,141000.0
557,558,50,C (all),60.0,11040.0,Pave,,Reg,Low,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,6,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,637.0,Unf,0,0.0,637.0,GasA,Gd,Y,SBrkr,897.0,439.0,0,1336.0,0,0,1,1,3,1,TA,7,Typ,0,,CarPort,1994.0,Unf,1,570.0,TA,TA,Y,0.0,47.0,120,0,0,0.0,,,,0,9,2006,COD,Normal,108000.0
558,559,60,RL,57.0,21872.0,Pave,,IR2,HLS,AllPub,FR2,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,604.0,Unf,0,125.0,729.0,GasA,Ex,Y,SBrkr,729.0,717.0,0,1446.0,0,1,2,1,3,1,TA,6,Typ,1,TA,Attchd,1996.0,Unf,2,406.0,TA,TA,Y,264.0,22.0,0,0,0,0.0,,,,0,8,2008,WD,Normal,175000.0
559,560,120,RL,,3196.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,18.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0.0,Unf,0,1374.0,1374.0,GasA,Ex,Y,SBrkr,1557.0,0.0,0,1557.0,0,0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,2003.0,Fin,2,420.0,TA,TA,Y,143.0,20.0,0,0,0,0.0,,,,0,10,2006,WD,Normal,234000.0
560,561,20,RL,,11341.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1957,1996,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,180.0,TA,TA,CBlock,Gd,TA,No,ALQ,1302.0,Unf,0,90.0,1392.0,GasA,TA,Y,SBrkr,1392.0,0.0,0,1392.0,1,0,1,1,3,1,TA,5,Mod,1,Gd,Detchd,1957.0,Unf,2,528.0,TA,TA,Y,0.0,0.0,0,0,95,0.0,,,,0,5,2010,WD,Normal,121500.0
561,562,20,RL,77.0,10010.0,Pave,,Reg,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,5,5,1974,1975,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,1071.0,LwQ,123,195.0,1389.0,GasA,Gd,Y,SBrkr,1389.0,0.0,0,1389.0,1,0,1,0,2,1,TA,6,Typ,1,TA,Attchd,1975.0,RFn,2,418.0,TA,TA,Y,240.0,38.0,0,0,0,0.0,,,,0,4,2006,WD,Normal,170000.0
562,563,30,RL,63.0,13907.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1940,1969,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,290.0,Unf,0,706.0,996.0,GasA,Ex,Y,SBrkr,996.0,0.0,0,996.0,1,0,1,0,3,1,TA,6,Typ,1,Gd,,,,0,0.0,,,Y,144.0,0.0,0,0,0,0.0,,,,0,7,2008,WD,Normal,108000.0
563,564,50,RL,66.0,21780.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,7,1918,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,Mn,Unf,0.0,Unf,0,1163.0,1163.0,GasA,Ex,Y,SBrkr,1163.0,511.0,0,1674.0,0,0,2,0,4,1,TA,8,Typ,1,Gd,Detchd,1955.0,Fin,2,396.0,TA,TA,N,72.0,36.0,0,0,144,0.0,,,,0,7,2008,WD,Normal,185000.0
564,565,60,RL,,13346.0,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1992,2000,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,728.0,Unf,0,367.0,1095.0,GasA,Ex,Y,SBrkr,1166.0,1129.0,0,2295.0,1,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1992.0,RFn,2,590.0,TA,TA,Y,0.0,40.0,0,0,0,0.0,,,,0,7,2006,WD,Normal,268000.0
565,566,70,RL,66.0,6858.0,Pave,,Reg,Bnk,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,2Story,6,4,1915,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,806.0,806.0,GasA,TA,N,FuseF,841.0,806.0,0,1647.0,1,0,1,1,4,1,Fa,6,Typ,0,,Detchd,1920.0,Unf,1,216.0,TA,TA,Y,0.0,66.0,136,0,0,0.0,,,,0,5,2010,WD,Normal,128000.0
566,567,60,RL,77.0,11198.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,9,5,2005,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,245.0,Gd,TA,PConc,Gd,Gd,No,Unf,0.0,Unf,0,1122.0,1122.0,GasA,Ex,Y,SBrkr,1134.0,1370.0,0,2504.0,0,0,2,1,4,1,Ex,11,Typ,1,Gd,BuiltIn,2005.0,Fin,3,656.0,TA,TA,Y,144.0,39.0,0,0,0,0.0,,,,0,6,2008,WD,Normal,325000.0
567,568,20,RL,70.0,10171.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,168.0,Gd,TA,PConc,Gd,TA,No,GLQ,2.0,Unf,0,1515.0,1517.0,GasA,Ex,Y,SBrkr,1535.0,0.0,0,1535.0,0,0,2,0,3,1,Gd,7,Typ,0,,Attchd,2004.0,RFn,2,532.0,TA,TA,Y,0.0,0.0,0,0,0,0.0,,,,0,3,2010,WD,Normal,214000.0
568,569,50,RL,79.0,12327.0,Pave,,IR1,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,1.5Fin,8,8,1983,2009,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,1441.0,Unf,0,55.0,1496.0,GasA,Ex,Y,SBrkr,1496.0,636.0,0,2132.0,1,0,1,1,1,1,Gd,5,Min2,1,Gd,BuiltIn,1983.0,Fin,2,612.0,Gd,TA,Y,349.0,40.0,0,0,0,0.0,,,,0,9,2009,WD,Normal,316600.0
569,570,90,RL,,7032.0,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,SFoyer,5,5,1979,1979,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,943.0,Unf,0,0.0,943.0,GasA,TA,Y,SBrkr,943.0,0.0,0,943.0,1,0,1,0,2,1,TA,4,Typ,2,TA,Detchd,1979.0,Unf,2,600.0,TA,TA,Y,42.0,0.0,0,0,0,0.0,,,,0,12,2006,WD,Normal,135960.0
570,571,90,RL,74.0,13101.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1965,1965,Gable,CompShg,HdBoard,HdBoard,BrkFace,108.0,TA,TA,CBlock,TA,TA,No,LwQ,231.0,Unf,0,1497.0,1728.0,GasA,TA,Y,SBrkr,1728.0,0.0,0,1728.0,0,0,2,0,6,2,TA,10,Typ,0,,Detchd,1987.0,Unf,2,576.0,TA,TA,Y,0.0,0.0,0,0,0,0.0,,,,0,11,2008,WD,Normal,142600.0
571,572,20,RL,60.0,7332.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Gable,CompShg,WdShing,Wd Shng,BrkFace,207.0,TA,TA,CBlock,TA,TA,No,BLQ,414.0,Unf,0,450.0,864.0,GasA,Ex,Y,SBrkr,864.0,0.0,0,864.0,1,0,1,0,2,1,Gd,4,Typ,0,,Attchd,1959.0,Unf,1,288.0,TA,TA,Y,168.0,0.0,0,0,0,0.0,,,,0,10,2006,WD,Abnorml,120000.0
572,573,60,RL,83.0,13159.0,Pave,,IR1,HLS,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0,846.0,846.0,GasA,Gd,Y,SBrkr,846.0,846.0,0,1692.0,0,0,2,1,3,1,Gd,6,Typ,0,,Attchd,2009.0,RFn,2,650.0,TA,TA,Y,208.0,114.0,0,0,0,0.0,,,,0,7,2009,New,Partial,224500.0
573,574,80,RL,76.0,9967.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,384.0,384.0,GasA,Ex,Y,SBrkr,774.0,656.0,0,1430.0,0,0,2,1,3,1,TA,8,Typ,1,TA,BuiltIn,2000.0,RFn,2,400.0,TA,TA,Y,100.0,0.0,0,0,0,0.0,,,,0,12,2007,WD,Normal,170000.0
574,575,80,RL,70.0,10500.0,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,7,1971,2005,Gambrel,CompShg,MetalSd,AsphShn,BrkFace,82.0,TA,TA,CBlock,TA,TA,Av,ALQ,349.0,Unf,0,23.0,372.0,GasA,TA,Y,SBrkr,576.0,533.0,0,1109.0,0,1,1,0,3,1,TA,5,Typ,0,,BuiltIn,1971.0,Unf,1,288.0,TA,TA,Y,35.0,0.0,0,0,0,0.0,,GdWo,,0,12,2007,WD,Normal,139000.0
575,576,50,RL,80.0,8480.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,5,5,1947,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,442.0,Unf,0,390.0,832.0,GasA,TA,Y,SBrkr,832.0,384.0,0,1216.0,0,0,1,0,2,1,TA,6,Typ,0,,Detchd,1947.0,Unf,1,336.0,TA,TA,Y,158.0,0.0,102,0,0,0.0,,,,0,10,2008,COD,Abnorml,118500.0
576,577,50,RL,52.0,6292.0,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,7,7,1928,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0,861.0,861.0,GasA,Gd,Y,SBrkr,877.0,600.0,0,1477.0,0,1,2,0,3,1,TA,6,Typ,1,Gd,Detchd,1928.0,Unf,1,216.0,TA,TA,Y,0.0,50.0,0,0,0,0.0,,,,0,8,2009,WD,Normal,145000.0
577,578,80,RL,96.0,11777.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1966,1966,Gable,CompShg,VinylSd,VinylSd,BrkFace,97.0,TA,TA,CBlock,TA,TA,Av,LwQ,328.0,ALQ,551,285.0,1164.0,GasA,Ex,Y,SBrkr,1320.0,0.0,0,1320.0,1,0,1,0,3,1,TA,6,Typ,2,Fa,Attchd,1966.0,RFn,2,564.0,TA,TA,Y,160.0,68.0,240,0,0,0.0,,,,0,5,2006,WD,Abnorml,164500.0
578,579,160,FV,34.0,3604.0,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0,689.0,689.0,GasA,Ex,Y,SBrkr,703.0,689.0,0,1392.0,0,0,2,0,2,1,Gd,5,Typ,0,,Detchd,2007.0,Unf,2,540.0,TA,TA,Y,0.0,102.0,0,0,0,0.0,,,,0,2,2008,WD,Abnorml,146000.0
579,580,50,RM,81.0,12150.0,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,5,1954,1954,Gable,CompShg,MetalSd,MetalSd,BrkFace,335.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0,1050.0,1050.0,GasA,Ex,N,FuseF,1050.0,745.0,0,1795.0,0,0,2,0,4,1,TA,7,Typ,0,,Attchd,1954.0,Unf,1,352.0,Fa,TA,Y,0.0,0.0,0,0,0,0.0,,,,0,11,2008,WD,Normal,131500.0
